id,en_word,type,definition,classification,source
i12942,inadequate,adjective,not sufficient to meet a need,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i268,deficient,adjective,inadequate in amount or degree,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i1698,incapable,adjective,(followed by `of') lacking capacity or ability,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i270,short-handed,adjective,inadequate in number of workers or assistants etc.,Common,LLM (ministral-3:14b)
i114256,adhesive,noun,a substance that unites or bonds surfaces together,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i10559,coherent,adjective,capable of thinking and expressing yourself in a clear and consistent manner,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i13728,cohesive,adjective,cohering or tending to cohere; well integrated,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i277,gluey,adjective,having the sticky properties of an adhesive,Common,LLM (ministral-3:14b)
i278,gooey,adjective,soft and sticky,Common,LLM (ministral-3:14b)
i279,gum-like,adjective,resembling chewing gum,Common,LLM (ministral-3:14b)
i280,gummed,adjective,covered with adhesive gum,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i281,pitchy,adjective,having the characteristics of pitch or tar,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i283,stick-on,adjective,of something (a paper label or postage stamp) gummed in advance,Common,LLM (ministral-3:14b)
i277,sticky,adjective,having the sticky properties of an adhesive,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i69702,adjective,noun,a word that expresses an attribute of something,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i293,adorned,adjective,provided with something intended to increase its beauty or distinction,Common,LLM (ministral-3:14b)
i1561,beady,adjective,small and round and shiny like a shiny bead or button,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i303,crested,adjective,(of a bird or animal) having a usually ornamental tuft or process on the head; often used in combination,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i5462,feathery,adjective,characterized by a covering of feathers,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i307,frilled,adjective,having decorative ruffles or frills,Common,LLM (ministral-3:14b)
i308,fringed,adjective,having a decorative edging of hanging cords or strips,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i6434,inflamed,adjective,resulting from inflammation; hot and swollen and reddened,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i862,mounted,adjective,assembled for use; especially by being attached to a support,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i9845,plain,adjective,not elaborate or elaborated; simple,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i7280,clever,adjective,mentally quick and resourceful,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i7241,coordinated,adjective,operating as a unit,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i335,bumbling,adjective,"lacking physical movement skills, especially with the hands",Common,LLM (ministral-3:14b)
i339,advantageous,adjective,giving an advantage,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i340,beneficial,adjective,promoting or enhancing well-being,Common,LLM (ministral-3:14b)
i39978,plus,noun,the arithmetic operation of summing; calculating the sum of two or more numbers,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i5459,discriminatory,adjective,containing or implying a slight or showing prejudice,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i343,disadvantageous,adjective,constituting a disadvantage,Common,LLM (ministral-3:14b)
i39977,minus,noun,an arithmetic operation in which the difference between two numbers is calculated,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i345,adventurous,adjective,willing to undertake or seeking out new and daring enterprises,Common,LLM (ministral-3:14b)
i15869,sporting,adjective,relating to or used in sports,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i11291,safe,adjective,free from danger or the risk of harm,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i351,advisable,adjective,worthy of being recommended or suggested; prudent or wise,Common,LLM (ministral-3:14b)
i1267,better,adjective,(comparative of `good') superior to another (of the same class or set or kind) in excellence or quality or desirability or suitability; more highly skilled than another,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61077,well,noun,a deep hole or shaft dug or drilled to obtain water or oil or gas or brine,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i354,inadvisable,adjective,not prudent or wise; not recommended,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i355,well-advised,adjective,having the benefit of careful prior consideration or counsel,Common,LLM (ministral-3:14b)
i356,considered,adjective,carefully weighed,Common,LLM (ministral-3:14b)
i357,ill-advised,adjective,without careful prior deliberation or counsel,Common,LLM (ministral-3:14b)
i17080,artistic,adjective,relating to or characteristic of art or artists,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i52393,cosmetic,noun,a toiletry designed to beautify the body,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i383,affected,adjective,speaking or behaving in an artificial way to make an impression,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i372,impressed,adjective,deeply or markedly affected or influenced,Common,LLM (ministral-3:14b)
i12904,subject,adjective,being under the power or sovereignty of another or others,Core,LLM (ministral-3:14b) (LLM Selected Sense #9)
i27693,taken,verb,"get into one's hands, take physically",Common,LLM (ministral-3:14b) (LLM Selected Sense #5)
i379,immune,adjective,(usually followed by `to') not affected by a given influence,Common,LLM (ministral-3:14b) (LLM Selected Sense #4)
i11514,superior,adjective,having a higher rank,Common,LLM (ministral-3:14b) (LLM Selected Sense #11)
i9205,artificial,adjective,not arising from natural growth or characterized by vital processes,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i386,constrained,adjective,lacking spontaneity; not natural,Common,LLM (ministral-3:14b)
i388,mannered,adjective,having unnatural mannerisms,Common,LLM (ministral-3:14b)
i10628,lifelike,adjective,evoking lifelike images within the mind,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i395,affirmative,adjective,affirming or giving assent,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i9990,negative,adjective,characterized by or displaying negation or denial or opposition or resistance; having no positive features,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i400,accepting,adjective,tolerating without protest,Common,LLM (ministral-3:14b)
i7322,dismissive,adjective,showing indifference or disregard,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i404,afloat,adjective,borne on the water; floating,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i20010,adrift,adverb,floating freely; not anchored,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i406,floating,adjective,borne up by or suspended in a liquid,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i408,aground,adjective,stuck in a place where a ship can no longer float,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i409,afraid,adjective,filled with fear or apprehension,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i414,alarmed,adjective,experiencing a sudden sense of danger,Common,LLM (ministral-3:14b)
i4522,apprehensive,adjective,mentally upset over possible misfortune or danger etc,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i419,fearful,adjective,experiencing or showing fear,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i420,frightened,adjective,made afraid,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i421,horrified,adjective,stricken with horror,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i422,hunted,adjective,reflecting the fear or terror of one who is hunted,Common,LLM (ministral-3:14b)
i425,panicky,adjective,thrown into a state of intense fear or desperation,Common,LLM (ministral-3:14b)
i11527,numb,adjective,lacking sensation,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i6812,aggressive,adjective,characteristic of an enemy or one eager to fight,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i2878,competitive,adjective,involving competition or competitiveness,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i6811,hostile,adjective,characterized by enmity or ill will,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i442,in-your-face,adjective,blatantly aggressive,Common,LLM (ministral-3:14b)
i446,scrappy,adjective,full of fighting spirit,Common,LLM (ministral-3:14b)
i449,low-pressure,adjective,not forceful,Common,LLM (ministral-3:14b)
i460,agitated,adjective,physically disturbed or set in motion,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i5042,aroused,adjective,emotionally aroused,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i452,distraught,adjective,deeply agitated especially from emotion,Common,LLM (ministral-3:14b)
i463,jolted,adjective,bumped or shaken jerkily,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i14116,feverish,adjective,having or affected by a fever,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i13236,frantic,adjective,marked by uncontrolled excitement or emotion,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i456,hysterical,adjective,marked by excessive or uncontrollable emotion,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i458,wild-eyed,adjective,appearing extremely agitated,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i462,churning,adjective,moving with or producing or produced by vigorous agitation,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i464,rippled,adjective,shaken into waves or undulations as by wind,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i466,stirred,adjective,set into a usually circular motion in order to mix or blend,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i3087,agreeable,adjective,prepared to agree or consent,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i471,disagreeable,adjective,not to your liking,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i472,annoying,adjective,causing irritation or annoyance,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i6174,dreadful,adjective,exceptionally bad or displeasing,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i9905,harsh,adjective,disagreeable to the senses,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i474,nerve-racking,adjective,extremely irritating to the nerves,Common,LLM (ministral-3:14b)
i110670,alert,noun,condition of heightened watchfulness or preparation for action,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i31423,fly,verb,travel through the air; be airborne,Core,LLM (ministral-3:14b) (LLM Selected Sense #6)
i482,heads-up,adjective,fully alert and watchful,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i4720,trial-and-error,adjective,trying out various means or theories until error is satisfactorily reduced or eliminated,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i4951,vital,adjective,urgently needed; absolutely necessary,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i1015,asleep,adjective,in a state of sleep,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i502,assassinated,adjective,murdered by surprise attack for political reasons,Common,LLM (ministral-3:14b)
i1390,bloodless,adjective,free from blood or bloodshed,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i1499,breathless,adjective,not breathing or able to breathe except with difficulty,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i6846,cold,adjective,having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i508,deathlike,adjective,having the physical appearance of death,Common,LLM (ministral-3:14b)
i5750,doomed,adjective,marked by or promising bad fortune,Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i511,executed,adjective,put to death as punishment,Common,LLM (ministral-3:14b)
i13825,fallen,adjective,having dropped by the force of gravity,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i18766,late,adverb,later than usual or than expected,Core,LLM (ministral-3:14b) (LLM Selected Sense #3)
i631,lifeless,adjective,lacking animation or excitement or activity,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i515,murdered,adjective,killed unlawfully,Common,LLM (ministral-3:14b)
i517,slain,adjective,"killed; `slain' is formal or literary as in ""slain warriors""",Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i34743,live,verb,"have life, be alive",Core,LLM (ministral-3:14b) (LLM Selected Sense #16)
i14553,alphabetic,adjective,relating to or expressed by a writing system that uses an alphabet,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i533,alphabetized,adjective,having been put in alphabetical order,Common,LLM (ministral-3:14b)
i537,altruistic,adjective,showing unselfish concern for the welfare of others,Common,LLM (ministral-3:14b)
i539,self-absorbed,adjective,absorbed in your own interests or thoughts etc,Common,LLM (ministral-3:14b)
i540,ambiguous,adjective,having more than one possible meaning,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
